1.742994166189004934e+00,1.688612941442497073e+00,1.545317840352785854e+00,1.471780595336517949e+00,1.468233824380128505e+00
1.418925433646046175e+00,1.479647129528588678e+00,1.502266905684202625e+00,1.574550437483031473e+00,1.571475258363138394e+00
1.531519375698926488e+00,1.469559203829869931e+00,1.576693805530013037e+00,1.546124889990046603e+00,1.542919156159674232e+00
1.589982050671935543e+00,1.579806535818768065e+00,1.661335455437162212e+00,1.645250130286711299e+00,1.642498569131265462e+00
1.631843521537294617e+00,1.606467816859184383e+00,1.662795091129649627e+00,1.678777712206730888e+00,1.676179177245294083e+00
1.618852473588526797e+00,1.548821899225830023e+00,1.627770620458731887e+00,1.626299570928172011e+00,1.623460603942620484e+00
1.597921449453061360e+00,1.553145759178239160e+00,1.589098082097273767e+00,1.570905908519388383e+00,1.567813752052288567e+00
1.674427471123748346e+00,1.787331421367507112e+00,1.775893872632198223e+00,1.828194143167907848e+00,1.826279833266865493e+00
1.852701585615240676e+00,1.834888836845127491e+00,1.883155789610194475e+00,1.804870557215751958e+00,1.802849413432406678e+00
2.237398119672204810e+00,2.257143600054085653e+00,2.040765141473813937e+00,2.014054187382772643e+00,2.012991067149131563e+00
2.076446100144134999e+00,2.005664371540479163e+00,1.867832752428298049e+00,1.844229181396221051e+00,1.842387755180192155e+00
1.791352315839890741e+00,1.783728276797626355e+00,1.770786242216360495e+00,1.701372290325469550e+00,1.698877545815001389e+00
1.708350192789248823e+00,1.663393019110010584e+00,1.747436741036797692e+00,1.744374860379933390e+00,1.742076290943848305e+00
1.753820665002347123e+00,1.716715148848082517e+00,1.728465125394020863e+00,1.677319696539896654e+00,1.674713898257351063e+00
1.618130572273003942e+00,1.539454688909639657e+00,1.481836238086467361e+00,1.435337492286273608e+00,1.431623761220001567e+00
1.441299755182681608e+00,1.371561439287388273e+00,1.379682024491500902e+00,1.336212251989608912e+00,1.332044862948977837e+00
1.277461140852270916e+00,1.221683047829017710e+00,1.216235662168947185e+00,1.240002459936964341e+00,1.235394390322917424e+00
1.159814972226176577e+00,1.145302133106268272e+00,1.224991944012856493e+00,1.188253326491822692e+00,1.183407868284994446e+00
1.208172544471490584e+00,1.233932615275432854e+00,1.296499499506501341e+00,1.266970574852763098e+00,1.262486316468226288e+00
1.302722562421122943e+00,1.251226181599771392e+00,1.359981174740009680e+00,1.342772302083476754e+00,1.338635309605358703e+00
1.308496762485554799e+00,1.259152537607919342e+00,1.371655633461025481e+00,1.353705305884756349e+00,1.349617549149679796e+00
9.331833576650657713e-01,9.550713182817550662e-01,9.484462164502239778e-01,1.033734350900168408e+00,1.028182118123638578e+00
1.121561420073110327e+00,1.122964567904007449e+00,1.044762908815918045e+00,1.074551063633678805e+00,1.069185812388019352e+00
9.317394828583239752e-01,9.067931874216063060e-01,8.725602646494551307e-01,8.260088092861878062e-01,8.195046404650692118e-01
9.252439588839399542e-01,8.678822668776470239e-01,7.609205351018648589e-01,6.809654049186274483e-01,6.737971008471840273e-01
7.556306392592205823e-01,7.878988560991586620e-01,7.514345083789019109e-01,8.435018631813353540e-01,8.370779148949911708e-01
8.227540369233072859e-01,7.569142195062206202e-01,6.726303067338352815e-01,6.642013588568970173e-01,6.569564659112335780e-01
7.303692176903686661e-01,8.678822668776470239e-01,7.828104005889392480e-01,9.003530310535107217e-01,8.941900457732671059e-01
9.288523828261073811e-01,9.716447456805793470e-01,1.006090370454459926e+00,1.012597861334469718e+00,1.006948513841306569e+00
9.974196552969358809e-01,1.015599593045335203e+00,1.055708060461029163e+00,1.065804500243002106e+00,1.060398623708164179e+00
1.013297875453616603e+00,9.615567479247350002e-01,1.057167185383178554e+00,1.033005926156399745e+00,1.027450066858887068e+00
