1.742994166189004934e+00,1.688612941442497073e+00
1.418925433646046175e+00,1.479647129528588678e+00
1.531519375698926488e+00,1.469559203829869931e+00
1.589982050671935543e+00,1.579806535818768065e+00
1.631843521537294617e+00,1.606467816859184383e+00
1.618852473588526797e+00,1.548821899225830023e+00
1.597921449453061360e+00,1.553145759178239160e+00
1.674427471123748346e+00,1.787331421367507112e+00
1.852701585615240676e+00,1.834888836845127491e+00
2.237398119672204810e+00,2.257143600054085653e+00
2.076446100144134999e+00,2.005664371540479163e+00
1.791352315839890741e+00,1.783728276797626355e+00
1.708350192789248823e+00,1.663393019110010584e+00
1.753820665002347123e+00,1.716715148848082517e+00
1.618130572273003942e+00,1.539454688909639657e+00
1.441299755182681608e+00,1.371561439287388273e+00
1.277461140852270916e+00,1.221683047829017710e+00
1.159814972226176577e+00,1.145302133106268272e+00
1.208172544471490584e+00,1.233932615275432854e+00
1.302722562421122943e+00,1.251226181599771392e+00
1.308496762485554799e+00,1.259152537607919342e+00
9.331833576650657713e-01,9.550713182817550662e-01
1.121561420073110327e+00,1.122964567904007449e+00
9.317394828583239752e-01,9.067931874216063060e-01
9.252439588839399542e-01,8.678822668776470239e-01
7.556306392592205823e-01,7.878988560991586620e-01
8.227540369233072859e-01,7.569142195062206202e-01
7.303692176903686661e-01,8.678822668776470239e-01
9.288523828261073811e-01,9.716447456805793470e-01
9.974196552969358809e-01,1.015599593045335203e+00
1.013297875453616603e+00,9.615567479247350002e-01
1.036394026130078361e+00,9.882175966223895047e-01
8.833819106130089693e-01,8.325744909035684982e-01
6.509760959874660857e-01,6.639605258987877345e-01
6.127230490642744387e-01,5.450666989762285031e-01
6.343754692853880162e-01,6.841363772962252288e-01
6.293231705364777939e-01,5.926241144538489936e-01
4.524929308517273707e-01,3.786143036620185365e-01
5.044595044447806043e-01,6.358582464360764686e-01
6.632458200262830728e-01,6.387406035663012460e-01
6.906729455417033314e-01,6.985481629473531129e-01
7.144904923038134514e-01,7.079153732635435903e-01
7.722312659612996510e-01,8.095162103187785174e-01
8.133714129167068929e-01,7.662820062794253317e-01
7.888319648390739180e-01,8.023105696931588371e-01
7.772835647102088741e-01,7.295327274831634456e-01
8.292501383032621076e-01,9.075139028041346867e-01
1.086195473182135274e+00,1.095583075880950386e+00
1.154762673477266466e+00,1.220962332446489329e+00
1.206728741840444874e+00,1.169801844456113793e+00
1.159814972226176577e+00,1.253387823347468899e+00
1.298392164987735464e+00,1.236094257023130361e+00
1.195180919117151852e+00,1.262755610120673389e+00
1.277461140852270916e+00,1.280769891827540308e+00
1.339532311943143705e+00,1.354988660402704825e+00
1.294061839730045183e+00,1.327606591922633417e+00
1.359019533447562544e+00,1.360753302606028559e+00
1.368402662684038651e+00,1.307430668468068991e+00
1.190850521683764374e+00,1.220962332446489329e+00
1.008245576704706270e+00,9.730855999886218743e-01
7.837790886845927840e-01,9.075139028041346867e-01
5.333299273613717473e-01,5.414636264634744567e-01
5.614783767867439490e-01,5.090381355624949977e-01
4.524929308517273707e-01,4.989496334067620165e-01
4.019701598897197359e-01,5.270524172693618059e-01
5.686958742523469112e-01,6.999890893125212399e-01
8.133714129167068929e-01,9.781295988665450469e-01
1.006080377988013641e+00,9.896590273874461552e-01
9.685493045560409353e-01,1.031452305061631325e+00
1.008245576704706270e+00,1.095583075880950386e+00
1.128779422768587892e+00,1.134493419967894434e+00
1.172806597580515309e+00,1.128008566781929733e+00
1.192293819084935258e+00,1.125846925034232227e+00
1.058046951581066653e+00,1.140978849610874368e+00
1.103517495969861484e+00,1.108553358709893910e+00
9.367917816072331982e-01,9.046316177310355089e-01
1.029176600840171707e+00,1.191418622218720413e+00
1.180745418956070214e+00,1.229609403837165660e+00
1.199511244374842134e+00,1.122964567904007449e+00
1.060212150297760392e+00,1.017761234793031822e+00
6.430366972063403797e-01,7.475470091900302538e-01
7.260388924326784954e-01,7.216064435321420945e-01
4.950763030326092440e-01,5.940649687618914099e-01
6.986123443228290375e-01,9.060724720390780362e-01
7.960493901289806828e-01,7.907812132293834395e-01
8.104843128844902989e-01,8.080747795537218670e-01
7.022207682649964644e-01,7.280912967181067952e-01
8.090410154833204137e-01,7.533117234504818072e-01
4.683716562382825854e-01,4.059963721420899452e-01
3.564991102710504678e-01,3.144835328426994758e-01
2.381310403294334133e-01,4.038342259945049695e-01
5.578693754390047221e-01,5.868594001933984394e-01
2.915409113236575589e-01,4.866999939032191635e-01
6.545850973352054236e-01,6.322557503803366563e-01
6.286017744508306526e-01,6.589165270208654501e-01
6.870639441939639935e-01,6.279319624850541182e-01
7.029426695805193193e-01,7.633996491492005543e-01
7.556306392592205823e-01,7.727669315225166313e-01
8.559547850975887107e-01,7.972666428723632626e-01
7.736745633624696472e-01,7.835755726037637592e-01
8.306934357044329920e-01,8.203248514000256453e-01
7.830577647746409520e-01,7.071952343380294437e-01
7.693441659290831680e-01,6.899010915566767821e-01
7.729531672768225059e-01,7.252095160448962519e-01
7.123252935871197122e-01,6.336966046883790726e-01
6.704633174918860350e-01,7.295327274831634456e-01
7.137691683938615084e-01,7.417822949295796997e-01
7.231517924004620124e-01,6.560341698906396735e-01
