6.040617489676258778e-01,5.558748356575871075e-01
6.098359490320589549e-01,5.385812693332486800e-01
5.723048756000862491e-01,5.400221236412910963e-01
4.070224586386289589e-01,3.836583025399417646e-01
4.395013054973875843e-01,3.771734493539760646e-01
4.156831813297066081e-01,3.908639431655614449e-01
4.192921826774459459e-01,4.859792785206908383e-01
4.524929308517273707e-01,4.679649968138240856e-01
4.640413309805924147e-01,4.758913528219720357e-01
5.275557272969397804e-01,5.263317018868334252e-01
5.225034285480295582e-01,4.794944253347261376e-01
5.102337045092135703e-01,5.342579858378547764e-01
6.329321718842171318e-01,5.955064715840747702e-01
6.654110187429757017e-01,6.437846024442245296e-01
5.167292284835974803e-01,4.650832161406134868e-01
3.442293862322335363e-01,3.714087350935255660e-01
8.800544743900856615e-02,2.769645629788786839e-02
-2.692640332782316182e-01,-2.230625612330777441e-01
-3.854669766788512142e-01,-4.428370142282330724e-01
-4.504251756262441231e-01,-4.839095765198888066e-01
-6.958226877818231015e-01,-6.496406079374296150e-01
-4.966176213305615317e-01,-4.738215787640433496e-01
-3.999018994343608302e-01,-2.936787616953757118e-01
-3.140131815813780869e-01,-3.433978189206945975e-01
-3.897973019365424396e-01,-4.651745794304937287e-01
-5.016698479037745573e-01,-5.682162707937721269e-01
-7.023182117562070115e-01,-7.310655215381013372e-01
-7.196402345439332215e-01,-7.397120164717634339e-01
-8.654354300009705625e-01,-7.663733695693065728e-01
-6.741697623308348097e-01,-6.395526822387108679e-01
-6.799438902195715784e-01,-6.806251724732399477e-01
-5.428099948591826873e-01,-5.509227044694336994e-01
-5.832281683233708769e-01,-5.999215507121107294e-01
-6.301425153432110848e-01,-5.984801199470540789e-01
-5.500274201490894521e-01,-6.056857605726737592e-01
-5.565235215290442738e-01,-6.085680456457728260e-01
-6.496297368476310341e-01,-7.188153776346709600e-01
-7.405712586793986585e-01,-7.389918775462492873e-01
-6.142637899566558701e-01,-5.141734256731718133e-01
-4.648600983817537946e-01,-4.370722999677815190e-01
-4.172244274519626983e-01,-4.183373028783863856e-01
-3.356655296267954669e-01,-3.895143800902725051e-01
-4.121721287030524761e-01,-4.457187949014436157e-01
-5.045569479359910403e-01,-5.545252005251725125e-01
-4.201109500786073259e-01,-4.723801479989866992e-01
-4.922866464916031970e-01,-4.824680736977055018e-01
-5.081654440538546647e-01,-4.731008633815150244e-01
-4.937305212983450486e-01,-5.617308411507921928e-01
-7.730506107680319428e-01,-8.420329924525125076e-01
-1.029274044331382143e+00,-1.069733801455815758e+00
-1.138981391581921576e+00,-1.148275781469247470e+00
-1.066083793853402906e+00,-1.068292875090646632e+00
-1.205382887930484426e+00,-1.268611615613878474e+00
-1.338185952803307543e+00,-1.305360390010252836e+00
-1.174347338472896851e+00,-1.209524771615356098e+00
-1.411083550531826214e+00,-1.401196440747910499e+00
-1.397369951686268541e+00,-1.424254721332700591e+00
-1.376438927550802882e+00,-1.216009696858447287e+00
-1.173625437157373996e+00,-1.221053623679242861e+00
-1.175069239788419706e+00,-1.181422564209770432e+00
-1.299211004564594152e+00,-1.357962308765684023e+00
-1.528730007860706452e+00,-1.519370416973463644e+00
-1.460884636705401363e+00,-1.463165641876658984e+00
-1.603792804305918418e+00,-1.638264460067404338e+00
-1.600183802958179635e+00,-1.620250178360537641e+00
-1.527286421756750112e+00,-1.564766190703387627e+00
-1.504911883693024865e+00,-1.474695070397560981e+00
-1.540278119286785596e+00,-1.601515469499649624e+00
-1.640602265125153725e+00,-1.463886357259187143e+00
-1.564817856067204360e+00,-1.595750755239198515e+00
-1.640602265125153725e+00,-1.706718802610624808e+00
-1.562652368647725165e+00,-1.574854116402106596e+00
-1.395926726460793743e+00,-1.422813867024658174e+00
-1.387987327679667926e+00,-1.300316391132329663e+00
-1.258070857609185911e+00,-1.193672131656185798e+00
-1.157025315685170641e+00,-1.189348920217918382e+00
-1.106501967317591095e+00,-1.159084494607621307e+00
-1.180121538537328929e+00,-1.146834927161205053e+00
-1.014117220260348784e+00,-8.269010678758714761e-01
-8.466696045821987537e-01,-8.967965529556410909e-01
-6.626213622019697658e-01,-7.166537358869734531e-01
-7.744939081692028271e-01,-7.440358043670448618e-01
-7.528409827182146463e-01,-6.121711902156535823e-01
-6.128204925554848748e-01,-6.337879679782593145e-01
-6.359167154076430517e-01,-6.878308130988596281e-01
-6.669522648652318475e-01,-7.346680175938402613e-01
-7.434583587116141423e-01,-7.065658101882547060e-01
-5.666281190268637191e-01,-5.811865536227156515e-01
-6.034372911433135700e-01,-6.309061873050486602e-01
-5.428099948591826873e-01,-5.076879960301918793e-01
-4.136154261042234159e-01,-4.060877354319711863e-01
-3.205087055557619968e-01,-3.513241749288425475e-01
-3.190654081545921117e-01,-3.383538200427713694e-01
-3.183435068390693123e-01,-2.554880521340571753e-01
-2.649336358448451945e-01,-3.217810411580879215e-01
-2.858646599803096322e-01,-3.570888891892931016e-01
-3.775275778977254526e-01,-4.507633702363810224e-01
-5.485841949236147652e-01,-6.251414730445971069e-01
-6.308644166587338287e-01,-5.437165594439254956e-01
-5.471403201168729691e-01,-5.451579902089821461e-01
-4.590858983173217722e-01,-3.722208137659340776e-01
-3.854669766788512142e-01,-4.486011520316693924e-01
-6.416909154720761288e-01,-5.768633421844484577e-01
-5.031131453049454416e-01,-5.523636308346017154e-01
-6.005501911110970870e-01,-6.525229650676543924e-01
-7.564499840659538732e-01,-8.355481392665478069e-01
-7.174750358272394823e-01,-7.555646564309327351e-01
-8.105817563757008459e-01,-8.795030586884293733e-01
-8.538870298721055185e-01,-8.002402912353425712e-01
-8.076946563434843629e-01,-7.757405798854969392e-01
-6.640651648330152534e-01,-7.116098090661778786e-01
-6.727258875240930136e-01,-6.020831924598082363e-01
-7.557280827504311294e-01,-7.915932198446663515e-01
-9.404982264461829722e-01,-9.976766746283487475e-01
-1.006899722794745822e+00,-1.012808599204989779e+00
-1.323029056556578764e+00,-1.314728176783457547e+00
-1.309316107292288089e+00,-1.250597333907011777e+00
-1.247244936201415522e+00,-1.271493972744104362e+00
-1.206104789246007281e+00,-1.280861183060294728e+00
-1.351899479473170018e+00,-1.378858947602776608e+00
-1.384378326331928699e+00,-1.424254721332700591e+00
-1.385822128962974187e+00,-1.346432880244782027e+00
-1.362725978286512207e+00,-1.407681870390890433e+00
-1.352621380788692873e+00,-1.425696152097757352e+00
-1.440675586061154867e+00,-1.494150206412470316e+00
-1.522234195183536531e+00,-1.553237050410993136e+00
-1.513573183789673537e+00,-1.474695070397560981e+00
-1.360560779569818690e+00,-1.239788692825764649e+00
-1.229922408183813598e+00,-1.198716130534108970e+00
-1.227035308151598114e+00,-1.251317544889652522e+00
-1.307872232485546293e+00,-1.373814948724853435e+00
-1.348290478125430791e+00,-1.385343800788741309e+00
-1.388709228995190781e+00,-1.411284438503755956e+00
-1.446449713949891080e+00,-1.399755586439868082e+00
-1.446449713949891080e+00,-1.187907417395735132e+00
-1.113719464783194057e+00,-1.157643568242452181e+00
-1.066805695168925761e+00,-1.056042803244342965e+00
-9.773074707383280213e-01,-9.875887489296298893e-01
-9.715337759037706578e-01,-9.991176009935178737e-01
-9.361673237829208905e-01,-9.537217552064671811e-01
-9.910209974081906070e-01,-8.607679895419075855e-01
-7.744939081692028271e-01,-7.584470135611585118e-01
-6.301425153432110848e-01,-6.914338856116136744e-01
-7.535628840337373902e-01,-5.919952667610893782e-01
